month,enterprise_id,name,total images,direct qc_done,qced_images,incorrect_images,true_accuracy,post_qc_tool_accuracy,customer_segment
Mar-26,1c4421fe5,Glass Capital CDJR,536,0,536,48, 91.04 %,99.63%,Mid
Mar-26,1d4d3b2e6,Brickell Mazda,442,48,394,16, 95.94 %,99.49%,Ent
Mar-26,1e6cf7760,Antinell Ltd,174,0,174,18, 89.66 %,98.28%,SMB
Mar-26,1f3ac9d93,Crossroads Hyundai,"1,130",30,"1,100",132, 88 %,98.27%,Ent
Mar-26,1f3dcfbe3,Blasius Buick GMC,"2,743",15,"2,728",270, 90.1 %,99.19%,Ent
Mar-26,1f4725f19,Red Sparrow Motors,132,0,132,16, 87.88 %,98.48%,SMB
Mar-26,20bde9997,Hawthorne Auto Square,"9,946","6,236","3,710",896, 75.85 %,91.08%,Mid
Mar-26,21452f84c,JDMotorline LTD,"1,355",197,"1,158",116, 89.98 %,99.65%,SMB
Mar-26,216348ce1,Austin Ford CDJR,"1,064",550,514,43, 91.63 %,99.61%,Mid
Mar-26,21de286e9,Paragon Motors of Woodside Inc dba Paragon Honda,"15,341","4,608","10,733","1,576", 85.32 %,97.14%,Ent
Mar-26,22af275f9,Rolls-Royce Motor Cars Raleigh,"1,013",0,"1,013",97, 90.42 %,100%,Mid
Mar-26,248658b53,Autorola Gulf LLC,138,0,138,18, 86.96 %,100%,Ent
Mar-26,249fffe38,Loyalty Automotive,"5,066","1,706","3,360",293, 91.28 %,98.81%,Ent
Mar-26,24e5c9f25,Envision Management Group,393,185,208,33, 84.13 %,95.67%,SMB
Mar-26,24efa9f29,Autocinetum s.r.o,87,5,82,5, 93.9 %,97.56%,SMB
Mar-26,255d4e428,Joseph Toyota Of Cincinnati,"5,724","3,549","2,175",145, 93.33 %,99.68%,Mid
Mar-26,257cc21aa,Boardman Subaru and Imports,"6,623","2,978","3,645",251, 93.11 %,99.23%,Mid
Mar-26,2626fb4ab,Hondru Auto Group(US),"1,706",3,"1,703",95, 94.42 %,99.82%,Ent
Mar-26,266afc91d,Street Toyota,"3,187",217,"2,970",148, 95.02 %,99.87%,Mid
Mar-26,271f77862,Watermark Auto Group,"2,571",17,"2,554",322, 87.39 %,99.1%,Ent
Mar-26,285e87825,Sell Em All Motors,"3,982","2,625","1,357",125, 90.79 %,99.93%,SMB
Mar-26,2acceeb3e,Car Bazaar,"1,406",547,859,58, 93.25 %,99.42%,SMB
Mar-26,2ae209e53,Jerry Spady Chevrolet GMC Corvette Hummer,"1,616",90,"1,526",226, 85.19 %,99.08%,Mid
Mar-26,2affb0f18,Mercedes-Benz of Portsmouth,"1,800",0,"1,800",204, 88.67 %,99.78%,Ent
Mar-26,2b86e64ed,H&K Chevrolet Family Auto,"12,148",0,"12,148","1,975", 83.74 %,98.21%,Ent
Mar-26,2b8948cea,AX Auto INC,"4,882",0,"4,882","1,137", 76.71 %,93.02%,SMB
Mar-26,2b97abb6f,Ramsey Motor Company,"1,174",57,"1,117",140, 87.47 %,99.73%,Mid
Mar-26,2bcab8871,Puente Hills Mitsubishi,"3,540",160,"3,380",399, 88.2 %,99.14%,Ent
Mar-26,2bee617cb,"Best Deal Auto Sales, INC.","11,870",757,"11,113",467, 95.8 %,99.58%,Ent
Mar-26,2c96bae5e,Galleria BMW,"9,834","2,087","7,747",915, 88.19 %,99.14%,Ent
Mar-26,2d3d4c94e,Karakas Auto,380,377,3,3, 0 %,66.67%,SMB
Mar-26,2d410b1b9,INERCIKAR SA,"11,653","8,480","3,173",258, 91.87 %,98.39%,Ent
Mar-26,2e0d94823,Silsbee Ford,"10,436","3,913","6,523",915, 85.97 %,96.77%,Ent
Mar-26,2e3642c1f,Magnum Car Sales,642,0,642,48, 92.52 %,97.66%,SMB
Mar-26,2e428b2fb,Covert Bee Cave,"35,029","12,512","22,517","1,681", 92.53 %,99.84%,Ent
Mar-26,2f70abb46,The Garage,"1,287",0,"1,287",201, 84.38 %,97.75%,SMB
Mar-26,31e2b4caa,Midway Dodge,"1,909",0,"1,909",161, 91.57 %,99.53%,Mid
Mar-26,32a455f86,Motorpedia365 Revolution Private Limited,566,16,550,25, 95.45 %,99.82%,Ent
Mar-26,32aa2472d,Park Cities Chrysler Dodge Jeep Ram Fiat & Bishop ,"6,731","2,139","4,592",361, 92.14 %,99.28%,Ent
Mar-26,32c6e0eec,"Beadle Ford, INC.","1,583",0,"1,583",207, 86.92 %,99.18%,Ent
Mar-26,32edbe021,Dick Dyer & Associates,"4,062","1,403","2,659",465, 82.51 %,98.12%,Ent
Mar-26,32fb64ae3,Covert Ford Lincoln,"14,719","5,963","8,756",905, 89.66 %,99.69%,Ent
Mar-26,33b28d1f4,C.A. Larsen Automobiler A/S,"2,261",31,"2,230",168, 92.47 %,99.42%,Ent
Mar-26,33dadf6ac,SARL autotop,490,2,488,26, 94.67 %,99.59%,SMB
Mar-26,341547218,Ghost Auto Werkz,828,194,634,179, 71.77 %,93.22%,SMB
Mar-26,346ac1d22,Southern Ford of Thomaston,782,85,697,48, 93.11 %,99.14%,Mid
Mar-26,347f5101d,Drivelineca.com,"2,105","1,351",754,31, 95.89 %,99.2%,SMB
Mar-26,3594c01ab,Amatoscar comercio automóvel s.a,"1,768",0,"1,768",89, 94.97 %,99.49%,SMB
Mar-26,35eb16399,Colonial Cadillac of Woburn,"1,154",160,994,44, 95.57 %,99.6%,Ent
Mar-26,36b12b7fb,HASANAH GROUP (PTY) LTD,584,6,578,39, 93.25 %,99.13%,Ent
Mar-26,370216086,Hershey Motors,871,535,336,45, 86.61 %,95.54%,SMB
Mar-26,3756e853d,Sewell Family of Companies,"19,476","4,040","15,436","1,289", 91.65 %,99.77%,Ent
Mar-26,37cff87a5,White Bear Lincoln,"1,659",0,"1,659",121, 92.71 %,99.04%,Mid
Mar-26,390ea2707,Marthaler Honda of Ashland,"2,779",2,"2,777",144, 94.81 %,99.24%,Ent
Mar-26,39839bb64,Sprinkler Used Cars,"1,550",499,"1,051",219, 79.16 %,94.48%,SMB
Mar-26,39eb0dcd1,mp-auto-trgovina,43,0,43,0, 100 %,100%,SMB
Mar-26,3a050606d,Car Castle,"2,134",0,"2,134",758, 64.48 %,93.72%,SMB
Mar-26,3a42fb746,Princeton Chevrolet GMC,"2,760",822,"1,938",261, 86.53 %,99.64%,Ent
Mar-26,3bcb3b851,Springfield Luxury Automall,"9,269",0,"9,269","2,350", 74.65 %,95.52%,Mid
Mar-26,3c04c87a2,MP auto Sales LLC DBA Carizona,"8,212","3,431","4,781",982, 79.46 %,97.34%,Mid
Mar-26,3c5c59576,Bentley Greensboro & Greensboro Ineos Grenadier,755,94,661,103, 84.42 %,96.07%,Ent
Mar-26,3cfbd0342,Raleigh Pre-owned,237,0,237,13, 94.51 %,99.16%,SMB
Mar-26,3e7a2827f,ARJ’s Auto Sales,"1,344",120,"1,224",101, 91.75 %,99.43%,Resellers
Mar-26,3eb8f259d,Car Capital LTD,"2,297",4,"2,293",250, 89.1 %,98.08%,SMB
Mar-26,3f7a97d96,Faircy Automotive,"1,971",181,"1,790",195, 89.11 %,99.22%,Ent
Mar-26,3f7e1de7d,Quality Assurance Autos LLC,851,169,682,114, 83.28 %,99.56%,SMB
Mar-26,411229b38,Community Motors,"1,155",165,990,104, 89.49 %,98.69%,SMB
Mar-26,414beed75,Gwatney Buick GMC,"3,200","2,068","1,132",129, 88.6 %,98.76%,Mid
Mar-26,41a7a8ecd,Willowbrook Ford & Kia,"3,402",0,"3,402",279, 91.8 %,99.47%,Ent
Mar-26,41d8ea42e,Whitewater Motors Incorporated,"2,720",52,"2,668",143, 94.64 %,99.36%,Ent
Mar-26,440ba82c5,VW of Duluth,"2,298",321,"1,977",89, 95.5 %,99.49%,Mid
Mar-26,442e5dc24,Adams Chevrolet Inc,"2,201",0,"2,201",260, 88.19 %,99.05%,Mid
Mar-26,44a9aa2fb,MOJSIUK Sp,603,41,562,46, 91.81 %,99.11%,Ent
Mar-26,45d091e8d,Direct Auto,"1,525",86,"1,439",68, 95.27 %,99.86%,Mid
Mar-26,464341d89,LES PRESTATIONS DE L'AUTO,362,0,362,17, 95.3 %,99.45%,SMB
Mar-26,47a5d9fe5,Swiss Cargate GmbH,500,14,486,10, 97.94 %,99.79%,SMB
Mar-26,481280154,Ideal Centre Ltd T/A Ideal Car Centre,"1,462",0,"1,462",61, 95.83 %,99.66%,SMB
Mar-26,48cf942f5,Moffitt's Ford,"4,448","2,983","1,465",207, 85.87 %,98.91%,Mid
Mar-26,48d291b7d,Charlie Clark Hyundai,"16,850",750,"16,100","1,061", 93.41 %,99.22%,Ent
Mar-26,48e021652,Rainbow Motor Sales,585,188,397,26, 93.45 %,100%,SMB
Mar-26,49c19efb3,Russ Darrow Automotive Group,"29,995",393,"29,602","2,457", 91.7 %,99.53%,Ent
Mar-26,49e9b3016,Instacar SA,281,30,251,20, 92.03 %,100%,SMB
Mar-26,4J8975Z1G,Carvago s.r.o.,46,0,46,0, 100 %,100%,Ent
Mar-26,4a4a41af7,Motorland,165,0,165,28, 83.03 %,97.58%,SMB
Mar-26,4a907ff81,"Bravo Automotive Group, LLC","46,256","34,056","12,200",770, 93.69 %,99.61%,Ent
Mar-26,4a9553ec1,Autos of Forney,902,47,855,107, 87.49 %,99.06%,Ent
Mar-26,4a9cfa5ec,XYZ Motors,"1,018",0,"1,018",60, 94.11 %,99.21%,Mid
Mar-26,4aa7031d6,Buckingham Hyundai,954,84,870,67, 92.3 %,99.31%,Mid
Mar-26,4aeb4b2aa,HNH MOTORS LLC,428,73,355,27, 92.39 %,99.44%,SMB
Mar-26,4b8b865fd,Mercedes-Benz Of Columbus,"12,926","3,215","9,711",887, 90.87 %,99.11%,Mid
Mar-26,4ba5a48e3,Duffys Auto,"2,375",0,"2,375",300, 87.37 %,98.78%,SMB
Mar-26,4beaa71ca,Perkins Motors,"15,472","7,354","8,118",980, 87.93 %,96.78%,Mid
Mar-26,4bf2cadf7,S&S Motors,"1,983",367,"1,616",278, 82.8 %,95.54%,Mid
Mar-26,4bf768e07,Brickell Honda,"2,278",405,"1,873",78, 95.84 %,99.52%,Ent
Mar-26,4cd846055,Asa Auto Plaza Of Austin,"1,837",453,"1,384",109, 92.12 %,99.93%,Ent
Mar-26,4cef6be81,Frontier Auto Sales and Service,16,16,0,0,,,SMB
Mar-26,4e6b7e961,Direct Auto Sales,81,0,81,3, 96.3 %,100%,SMB
Mar-26,4e803a05a,Bob Moore Volkswagen,986,192,794,23, 97.1 %,99.75%,Ent
Mar-26,4f772edd8,World Car Auto Group,"82,814","39,148","43,666","2,709", 93.8 %,98.61%,Ent
Mar-26,4fa5e6702,Yokem Motors LLC DBA Yokem Toyota,878,53,825,38, 95.39 %,100%,Mid
Mar-26,4fefabd10,Lamacchia Honda,"2,140",0,"2,140",267, 87.52 %,98.41%,Mid
Mar-26,5050e8479,Moore Motor Sales,"2,061",578,"1,483",73, 95.08 %,99.8%,Mid
Mar-26,51909f6fe,Tropical Used Cars,"6,765",0,"6,765",218, 96.78 %,99.93%,Mid
Mar-26,51f47b569,Keffer Inc.,"20,336","8,882","11,454","1,211", 89.43 %,99%,Ent
Mar-26,5292dd88c,Your Choice Auto LLC,"11,731",130,"11,601","1,021", 91.2 %,98.77%,Ent
Mar-26,53362ce17,MyCar: Trucktown,"4,298",580,"3,718",334, 91.02 %,99.68%,Ent
Mar-26,537e92283,GR Sport Limited,18,0,18,0, 100 %,100%,SMB
Mar-26,54f31da6d,"Baker Cadillac, Inc","2,148",168,"1,980",178, 91.01 %,98.74%,Mid
Mar-26,551513b58,Euro Motorcars,"3,768",376,"3,392",169, 95.02 %,99.82%,Ent
Mar-26,55236c531,MAG CHRYSLER DODGE JEEP RAM,"2,964",4,"2,960",418, 85.88 %,99.39%,Mid
Mar-26,557fca4db,Hanover Chrysler Dodge Jeep,479,232,247,17, 93.12 %,98.79%,Mid
Mar-26,55d6e4560,Auto Reum,749,741,8,0, 100 %,100%,SMB
Mar-26,5666e6538,promotion pix (keffer),"1,723",99,"1,624",218, 86.58 %,97.17%,SMB
Mar-26,566cc8db5,Janssen Kool Honda,477,27,450,32, 92.89 %,99.33%,Ent
Mar-26,57823c0f3,toronto best auto,216,0,216,8, 96.3 %,100%,SMB
Mar-26,583e6c743,Nelson Automotive Inc,"1,298",0,"1,298",111, 91.45 %,99.54%,SMB
Mar-26,586ce26f7,GT Motors LLC,26,0,26,0, 100 %,100%,SMB
Mar-26,58e0896f7,Southey Ford,818,0,818,73, 91.08 %,99.88%,Ent
Mar-26,58edc61c0,Grand motors Inc O/A oscars motors,134,1,133,5, 96.24 %,97.74%,SMB
Mar-26,58ef7aa2c,Subaru Calgary,"1,032",65,967,89, 90.8 %,99.69%,Mid
Mar-26,59545e255,Arora Holdings Llc dba Hyundai of Milledgeville,"8,419",0,"8,419","1,686", 79.97 %,98.93%,SMB
Mar-26,59ae1f81a,Sørby Autocenter,378,0,378,98, 74.07 %,99.21%,SMB
Mar-26,5a1a55a03,Renny Bettan,737,0,737,181, 75.44 %,86.97%,Mid
Mar-26,5a3805c98,McCurley Dealerships,"11,136","1,753","9,383",467, 95.02 %,99.7%,Ent
Mar-26,5aae59ef8,Big Valley Ford,40,17,23,11, 52.17 %,86.96%,Mid
Mar-26,5ab683aff,Greater Chicago Motors,"1,508",595,913,284, 68.89 %,86.86%,SMB
Mar-26,5afc39661,Saga Motor Group,318,0,318,21, 93.4 %,100%,SMB
Mar-26,5b26db185,FS Car Point,81,0,81,2, 97.53 %,100%,SMB
Mar-26,5b2cbec7c,Capital City Ford Lincoln Toyota,730,2,728,20, 97.25 %,100%,Mid
Mar-26,5ca032577,Adliv Motors Ltd T/A AutoXpress,"1,185",0,"1,185",32, 97.3 %,100%,SMB
Mar-26,5cc357db7,Median Media LLC,"16,579",544,"16,035",886, 94.47 %,99.73%,Resellers
Mar-26,5d07b84f7,Dotcom Auto,"2,660",843,"1,817",207, 88.61 %,98.9%,SMB
Mar-26,5d21d3ede,Advantage Toyota,"1,704",0,"1,704",96, 94.37 %,99.53%,Mid
Mar-26,5d24e7962,Jaidah Motors and Trading Company,52,0,52,0, 100 %,100%,SMB
Mar-26,5d4b68f71,Countryside Mitsubishi,"7,284",172,"7,112",454, 93.62 %,99.52%,Ent
Mar-26,5d9811ccd,BPR MOTORS,216,0,216,15, 93.06 %,100%,SMB
Mar-26,5e7752556,Greenville Automotive Group,"6,952","2,856","4,096",194, 95.26 %,99.46%,Ent
Mar-26,5e80b8c93,All Credit Auto Sales,235,0,235,8, 96.6 %,100%,SMB
Mar-26,5e8a22e2a,Golden Mile Chrysler Dodge Jeep Ram,893,52,841,119, 85.85 %,98.34%,Mid
Mar-26,5f1f58407,Toyota Of Wallingford,"3,369","1,234","2,135",196, 90.82 %,98.92%,Mid
Mar-26,5f3e806ef,TNS Autosports,"1,257",792,465,50, 89.25 %,97.2%,SMB
Mar-26,5fd31e3bc,TX Auto Group,912,1,911,76, 91.66 %,95.5%,Mid
Mar-26,6023a1d02,Car Hop Auto Sales & Finance,"8,158","3,132","5,026",730, 85.48 %,98.81%,Ent
Mar-26,603c227f8,Roanoke Motors Inc,"1,049",0,"1,049",110, 89.51 %,99.14%,Ent
Mar-26,6069c92a3,Kimberly BMW,536,21,515,56, 89.13 %,100%,Ent
Mar-26,6104feedc,Certified Autoplex Inc.,"8,619","1,694","6,925",794, 88.53 %,99.42%,SMB
Mar-26,61233f3b2,Perfection Auto Detailing & Wheels,"1,414",694,720,76, 89.44 %,100%,SMB
Mar-26,613ddcd2b,Rons Automotive/Carzlane Inc,"1,982","1,159",823,34, 95.87 %,100%,Ent
Mar-26,61ae1abe2,QA Imports Pty Ltd,530,2,528,59, 88.83 %,98.3%,SMB
Mar-26,61c968504,The Used Car Guys GMBH,"4,148",366,"3,782",203, 94.63 %,99.26%,Ent
Mar-26,61cbf124e,BMI AUTO,509,0,509,92, 81.93 %,97.25%,SMB
Mar-26,62b56bdae,Safy Auto Sales,"1,007",276,731,56, 92.34 %,99.32%,SMB
Mar-26,62e3303cd,Community Ford of Mooresville,"2,679",778,"1,901",228, 88.01 %,99.37%,Mid
Mar-26,640edb0f7,Bob Johnson Automotive Group,"71,694","33,578","38,116","3,182", 91.65 %,99.02%,Ent
Mar-26,6454b95ba,Asbury Automotive Management L.L.C,"486,563","32,364","454,199","65,616", 85.55 %,97.8%,Ent
Mar-26,6460d434f,Speedway Car Sales,"15,239","4,560","10,679","2,016", 81.12 %,97.42%,Ent
Mar-26,65027084d,New Deal Pre-Owned Autos,"3,552",3,"3,549",255, 92.81 %,99.38%,Ent
Mar-26,652ef9315,LuxuryMotorCars,"7,356","1,481","5,875",899, 84.7 %,98.47%,Mid
Mar-26,65bb3c871,Santa Motors CA,720,0,720,146, 79.72 %,95.28%,SMB
Mar-26,65c4c0ee4,Lexus of Lehigh Valley,"2,265",12,"2,253",174, 92.28 %,99.64%,Mid
Mar-26,65c97c6aa,Performance Automotive Network,"25,123","2,510","22,613","1,580", 93.01 %,99.42%,Ent
Mar-26,65ebbb271,Portsmouth Ford Lincoln,17,17,0,0,,,Ent
Mar-26,665ea23b3,Rochester Toyota,"1,666",0,"1,666",227, 86.37 %,98.68%,Ent
Mar-26,6671ea5b6,ASK Motors,"4,188","2,419","1,769",170, 90.39 %,98.3%,SMB
Mar-26,673fce097,Zim's Auto Sales & Services Inc,553,0,553,69, 87.52 %,99.64%,SMB
Mar-26,67b1565d7,"Amigo Auto Group, Inc.","9,077","6,558","2,519",109, 95.67 %,100%,Ent
Mar-26,68cc99693,Gedi Route Cars Inc.,"6,726","1,994","4,732",257, 94.57 %,99.87%,Mid
Mar-26,68fe4f5eb,Flexcar,"10,229",0,"10,229","2,276", 77.75 %,90.36%,Ent
Mar-26,6991aeb78,John Andrew Used Cars,"1,204",0,"1,204",97, 91.94 %,99.58%,Mid
Mar-26,6a10d4a7d,Freedom Chevrolet,"2,288",28,"2,260",386, 82.92 %,97.17%,Mid
Mar-26,6a8cd61ce,AceAutoInc,547,0,547,40, 92.69 %,99.82%,SMB
Mar-26,6add25efd,Vatland Auto Group,"14,637","4,693","9,944",970, 90.25 %,99.41%,Ent
Mar-26,6b212a82f,Starling Auto Group,"16,307","5,490","10,817",958, 91.14 %,99.54%,Ent
Mar-26,6b2eafec9,Generation Nissan,"9,932","2,907","7,025",267, 96.2 %,99.44%,Ent
Mar-26,6b542b985,Muelas SA,42,0,42,2, 95.24 %,100%,SMB
Mar-26,6b594d07b,Henry-Hobscheidt Motors,"2,485","1,078","1,407",120, 91.47 %,98.65%,SMB
Mar-26,6c01ef385,Approval Genie (6929290 Canada Corp.),993,0,993,94, 90.53 %,98.49%,Ent
Mar-26,6d5f8744e,Ariana Motors,"1,165",454,711,51, 92.83 %,99.16%,SMB
Mar-26,6d7a9d414,Eagle Ridge Chevrolet Buick GMC,411,5,406,27, 93.35 %,100%,Mid
Mar-26,6d9a8c93b,Al Abdulghani Motors,832,0,832,140, 83.17 %,98.2%,Mid
Mar-26,6ecc6bf4b,Loyalty Volkswagen,"2,018",683,"1,335",99, 92.58 %,99.18%,Ent
Mar-26,6f158bbb9,Pixel Cars,963,0,963,85, 91.17 %,99.27%,Resellers
Mar-26,7094b3c15,Jeffrey's Auto Exchange,"2,359",870,"1,489",225, 84.89 %,97.18%,SMB
Mar-26,70abd0693,Bemidji Chrysler & Honda of Bemidji,919,0,919,40, 95.65 %,99.78%,Mid
Mar-26,716d304ef,"Lockwood Motors, Inc.","3,210",793,"2,417",277, 88.54 %,99.3%,Mid
Mar-26,718e4c3f8,"Auto Smart, LLC","1,386",370,"1,016",88, 91.34 %,99.51%,SMB
Mar-26,720bb9796,Airpark Motor Cars LLC,472,192,280,40, 85.71 %,98.93%,SMB
Mar-26,737a78084,Enkae Prestige Motors Ltd,"1,375",4,"1,371",181, 86.8 %,97.45%,SMB
Mar-26,740e108f7,Loyalty Toyota,"3,568","1,167","2,401",259, 89.21 %,99.88%,Ent
Mar-26,749bac698,K&f Auto Sales And Service,418,3,415,82, 80.24 %,97.11%,SMB
Mar-26,7650152e5,LCS Motors,328,12,316,23, 92.72 %,99.68%,SMB
Mar-26,765c2c7bd,Groton Ford,382,0,382,43, 88.74 %,99.74%,Mid
Mar-26,77ae840d7,Dimmitt Automotive Group,473,200,273,19, 93.04 %,98.9%,Ent
Mar-26,77cd3a995,Sterling Acura of Austin,"1,064",596,468,60, 87.18 %,99.57%,Mid
Mar-26,791cbccd7,Volvo of Princeton Inc,"3,983","1,700","2,283",91, 96.01 %,99.69%,Ent
Mar-26,7994a3f37,Otto Cadillac Inc,"2,358","1,581",777,123, 84.17 %,99.87%,Mid
Mar-26,79faced13,mclarty auto group (ams),"25,269","1,917","23,352","1,321", 94.34 %,99.64%,Ent
Mar-26,7a0316bc8,Speck Dealerships,"21,538","7,727","13,811","1,404", 89.83 %,99.41%,Ent
Mar-26,7a2bacfec,Covert Auto Group,"18,107",20,"18,087","1,218", 93.27 %,99.64%,Ent
Mar-26,7ae19cd76,autokuva_nobg,116,0,116,14, 87.93 %,98.28%,Resellers
Mar-26,7b1f6456b,Redline Auto Group,111,0,111,3, 97.3 %,100%,Ent
Mar-26,7baa9cc7b,Auto Export Corporation,"1,823",428,"1,395",60, 95.7 %,99.86%,Resellers
Mar-26,7bb652e27,Butler Lexus of South Atlanta,"7,419","2,393","5,026",199, 96.04 %,99.84%,Ent
Mar-26,7cc5888c6,Loyalty Chevrolet/Cadillac,"1,382",472,910,60, 93.41 %,99.67%,Ent
Mar-26,7d06f7427,Brandon Steven Motors,"8,371","2,765","5,606",310, 94.47 %,99.43%,Ent
Mar-26,7d0ba2fb7,Luxury Auto Plex,818,266,552,47, 91.49 %,98.55%,SMB
Mar-26,7d740344e,Royalty Autohaus ,365,8,357,16, 95.52 %,100%,SMB
Mar-26,7dcd819fd,patel Motors,194,6,188,16, 91.49 %,99.47%,SMB
Mar-26,80231b12b,Chl Cars Ltd,221,4,217,16, 92.63 %,98.16%,SMB
Mar-26,8029ea3a5,Jidd Motors Mitsubishi,"30,164","5,652","24,512","2,142", 91.26 %,99.37%,Ent
Mar-26,810bd54ff,Netlook All QA ,"1,469","1,469",0,0,,,SMB
Mar-26,813371ee4,Dave Knapp Ford Lincoln,"1,804",842,962,105, 89.09 %,99.48%,Mid
Mar-26,816b4b9f9,Volvo Cars Fort Washington,962,0,962,93, 90.33 %,100%,Mid
Mar-26,81d94123f,Emerald Motors,"12,507","2,322","10,185","1,054", 89.65 %,99.31%,Mid
Mar-26,81e4c0fbe,Mossy Motors,"1,556",0,"1,556",119, 92.35 %,99.55%,Mid
Mar-26,81ff9014b,Enterprise Motor Group,"1,076",0,"1,076",109, 89.87 %,99.54%,SMB
Mar-26,82255fce5,Toronto Honda,"26,338","12,200","14,138","3,028", 78.58 %,98.61%,Ent
Mar-26,83284d8fd,The Autohaus,64,0,64,3, 95.31 %,100%,SMB
Mar-26,838db311d,Alliance Automotive of Westchester LLC dba White P,"6,789","2,869","3,920",330, 91.58 %,98.34%,Ent
Mar-26,83b02cc1c,Yonkers Auto Gallery,"4,185","1,306","2,879",370, 87.15 %,97.85%,Ent
Mar-26,843540ef9,Impex Auto Sales,"12,352","2,782","9,570",458, 95.21 %,99.87%,Ent
Mar-26,844554576,Walt Massey Chrysler Dodge Jeep Ram Fiat,"28,901",466,"28,435","2,305", 91.89 %,99.42%,Ent
Mar-26,85b35506d,Vindevers Autohaus of Sylvania,"1,504",227,"1,277",105, 91.78 %,98.12%,Mid
Mar-26,877d82ed4,"Superior Auto, INC","5,267",183,"5,084",413, 91.88 %,99.63%,Mid
Mar-26,87b2e0c86,Auto Park Chrysler Dodge Jeep Ram,"7,476","1,505","5,971",565, 90.54 %,99.4%,Ent
Mar-26,88014530e,Alpha Motor Club,996,462,534,10, 98.13 %,100%,SMB
Mar-26,88944f333,Blasius Kia,"4,153","1,418","2,735",206, 92.47 %,99.82%,Ent
Mar-26,88b67d13e,Zink Motor Company,820,0,820,76, 90.73 %,98.29%,SMB
Mar-26,88b77af86,Harvest Auto Family,"1,795","1,038",757,15, 98.02 %,100%,SMB
Mar-26,891aa976e,Netlook Ext QA ,184,184,0,0,,,SMB
Mar-26,8P1R47T40,Autoland,832,768,64,7, 89.06 %,100%,SMB
Mar-26,8a181fd4e,Orangeville Hyundai,36,36,0,0,,,Mid
Mar-26,8b26bd689,Think Reliable Auto,"1,141",177,964,77, 92.01 %,98.76%,SMB
Mar-26,8b3f18673,Olympic Hyundai Vancouver,927,0,927,127, 86.3 %,97.84%,Ent
Mar-26,8bbc0dce6,DIOGO MANUEL DA COSTA SANTOS UNIPESSOAL LDA,258,0,258,29, 88.76 %,99.61%,SMB
Mar-26,8beb245f4,5 Star Imports,"1,886",786,"1,100",81, 92.64 %,99.91%,SMB
Mar-26,8c9a487ac,Shawnee Mission Ford,596,172,424,15, 96.46 %,100%,Ent
Mar-26,8cbe5f508,Buy4Drive_Annually,84,0,84,5, 94.05 %,100%,SMB
Mar-26,8ce2dc4d9,Korf Motors,139,0,139,8, 94.24 %,100%,Ent
Mar-26,8d5afbfea,"Ohio Specialty Services, LTD.",971,319,652,105, 83.9 %,97.85%,SMB
Mar-26,8e01fd835,Olson Chevrolet,"6,861","1,604","5,257",963, 81.68 %,98.33%,Ent
Mar-26,8e2f0d75a,carvago2,"32,488",29,"32,459",659, 97.97 %,99.91%,SMB
Mar-26,8eafe01f6,Janssen Chrysler Jeep Dodge,"1,288",0,"1,288",94, 92.7 %,99.22%,Ent
Mar-26,8f01d4784,Columbus Luxury LLC DBA - Genesis Of Columbus,"6,593","4,176","2,417",154, 93.63 %,99.42%,Ent
Mar-26,8fc60390a,ONE STOP MOTORS MMB LTD,"1,570",0,"1,570",94, 94.01 %,99.49%,SMB
Mar-26,9016eb535,Bridgeton Auto Mall,"6,998","3,270","3,728",160, 95.71 %,99.2%,Ent
Mar-26,90410e297,Ryan Buick GMC Cadillac,"24,281","8,868","15,413","2,006", 86.99 %,99%,Ent
Mar-26,911aafa9c,Toyota of Massapequa,"2,171",711,"1,460",83, 94.32 %,99.52%,Mid
Mar-26,914365f63,2d5f0eb5f Dellenbach Motors,"6,178",51,"6,127","1,021", 83.34 %,99.67%,Mid
Mar-26,91e7399ee,Auto X-Change Inc,630,0,630,30, 95.24 %,100%,SMB
Mar-26,927d8b415,Korf Motors,"34,767",68,"34,699","2,530", 92.71 %,99.21%,Ent
Mar-26,927f9af2f,Quantrell Auto Group,"8,578",276,"8,302",813, 90.21 %,98.87%,Ent
Mar-26,92b1bce4c,Bemer Motor Cars,398,306,92,3, 96.74 %,100%,SMB
Mar-26,935e4f96c,Terry Auto Group,"2,025",380,"1,645",169, 89.73 %,99.76%,Ent
Mar-26,9360a5821,Sansone Jr's Auto Group,"6,932","2,280","4,652",357, 92.33 %,99.27%,Ent
Mar-26,93725af40,Marnix India Pvt. Ltd,229,0,229,16, 93.01 %,99.13%,Ent
Mar-26,93b8cc9c8,Riley Subaru,"2,760",451,"2,309",218, 90.56 %,99.74%,Mid
Mar-26,9404ce99c,Dubizzle Cars L.L.C,"11,241","11,241",0,0,,,Ent
Mar-26,9489ec587,Shelly Motors Ltd,"2,457",546,"1,911",165, 91.37 %,99.27%,Mid
Mar-26,948e29a13,Volvo Cars Palm Springs,854,0,854,52, 93.91 %,98.83%,Mid
Mar-26,94fc0aa70,Energy Motors Limited,37,0,37,2, 94.59 %,100%,SMB
Mar-26,95344a582,Mccurley Subaru Of Yakima,"5,660","3,354","2,306",151, 93.45 %,99.44%,SMB
Mar-26,95668d72f,Expert Auto Group,959,34,925,117, 87.35 %,98.7%,SMB
Mar-26,95f8883b5,Street Automotive SL,222,0,222,19, 91.44 %,100%,SMB
